Brand,Model,Performance_Score,Price_USD,Value_Per_Dollar
WHOOP,4.0,70.0,30.0,2.3333333333333335
WHOOP,4.0,70.0,30.0,2.3333333333333335
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.9,30.0,2.33
WHOOP,4.0,69.8,30.0,2.3266666666666667
WHOOP,4.0,69.8,30.0,2.3266666666666667
WHOOP,4.0,69.8,30.0,2.3266666666666667
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.7,30.0,2.3233333333333333
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.6,30.0,2.32
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.5,30.0,2.3166666666666669
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.4,30.0,2.3133333333333335
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.3,30.0,2.31
WHOOP,4.0,69.2,30.0,2.3066666666666666
WHOOP,4.0,69.2,30.0,2.3066666666666666
WHOOP,4.0,69.2,30.0,2.3066666666666666
WHOOP,4.0,69.1,30.0,2.3033333333333332
WHOOP,4.0,69.1,30.0,2.3033333333333332
WHOOP,4.0,69.1,30.0,2.3033333333333332
WHOOP,4.0,69.1,30.0,2.3033333333333332
WHOOP,4.0,69.0,30.0,2.3
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.9,30.0,2.2966666666666669
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.8,30.0,2.2933333333333334
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.7,30.0,2.29
WHOOP,4.0,68.6,30.0,2.2866666666666666
WHOOP,4.0,68.6,30.0,2.2866666666666666
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.5,30.0,2.2833333333333332
WHOOP,4.0,68.4,30.0,2.2800000000000002
WHOOP,4.0,68.4,30.0,2.2800000000000002
WHOOP,4.0,68.4,30.0,2.2800000000000002
WHOOP,4.0,68.4,30.0,2.2800000000000002
WHOOP,4.0,68.4,30.0,2.2800000000000002
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.3,30.0,2.2766666666666664
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.2,30.0,2.2733333333333334
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.1,30.0,2.27
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,68.0,30.0,2.2666666666666666
WHOOP,4.0,67.9,30.0,2.2633333333333336
WHOOP,4.0,67.9,30.0,2.2633333333333336
WHOOP,4.0,67.9,30.0,2.2633333333333336
WHOOP,4.0,67.9,30.0,2.2633333333333336
WHOOP,4.0,67.9,30.0,2.2633333333333336
WHOOP,4.0,67.8,30.0,2.26
WHOOP,4.0,67.8,30.0,2.26
WHOOP,4.0,67.8,30.0,2.26
WHOOP,4.0,67.8,30.0,2.26
WHOOP,4.0,67.8,30.0,2.26
WHOOP,4.0,67.7,30.0,2.2566666666666668
WHOOP,4.0,67.7,30.0,2.2566666666666668
WHOOP,4.0,67.7,30.0,2.2566666666666668
WHOOP,4.0,67.7,30.0,2.2566666666666668
WHOOP,4.0,67.6,30.0,2.253333333333333
WHOOP,4.0,67.6,30.0,2.253333333333333
WHOOP,4.0,67.6,30.0,2.253333333333333
WHOOP,4.0,67.6,30.0,2.253333333333333
WHOOP,4.0,67.6,30.0,2.253333333333333
WHOOP,4.0,67.5,30.0,2.25
WHOOP,4.0,67.5,30.0,2.25
WHOOP,4.0,67.4,30.0,2.246666666666667
WHOOP,4.0,67.4,30.0,2.246666666666667
WHOOP,4.0,67.4,30.0,2.246666666666667
WHOOP,4.0,67.3,30.0,2.2433333333333332
WHOOP,4.0,67.2,30.0,2.24
WHOOP,4.0,67.2,30.0,2.24
WHOOP,4.0,67.2,30.0,2.24
WHOOP,4.0,67.1,30.0,2.2366666666666664
WHOOP,4.0,67.1,30.0,2.2366666666666664
WHOOP,4.0,67.1,30.0,2.2366666666666664
WHOOP,4.0,67.1,30.0,2.2366666666666664
WHOOP,4.0,67.0,30.0,2.2333333333333334
WHOOP,4.0,67.0,30.0,2.2333333333333334
WHOOP,4.0,67.0,30.0,2.2333333333333334
WHOOP,4.0,67.0,30.0,2.2333333333333334
WHOOP,4.0,67.0,30.0,2.2333333333333334
WHOOP,4.0,66.7,30.0,2.2233333333333336
WHOOP,4.0,66.7,30.0,2.2233333333333336
WHOOP,4.0,66.6,30.0,2.2199999999999998
WHOOP,4.0,66.5,30.0,2.2166666666666668
WHOOP,4.0,66.4,30.0,2.2133333333333334
WHOOP,4.0,66.3,30.0,2.21
WHOOP,4.0,66.3,30.0,2.21
WHOOP,4.0,66.2,30.0,2.2066666666666666
WHOOP,4.0,65.9,30.0,2.1966666666666668
WHOOP,4.0,65.6,30.0,2.1866666666666665
Amazfit,Band 7,71.4,50.23,1.4214612781206453
Amazfit,Band 7,69.5,53.38,1.3019857624578492
Amazfit,GTR 4,62.2,52.27,1.1899751291371723
Amazfit,GTS 4,61.2,55.18,1.1090974990938747
Amazfit,Band 7,70.1,70.61,0.99277722702166826
Amazfit,Band 7,70.3,73.72,0.95360824742268036
Amazfit,T-Rex 3,56.6,59.96,0.94396264176117417
Amazfit,GTR 4,56.6,60.68,0.932762030323006
Fitbit,Charge 6,70.2,79.35,0.8846880907372402
Amazfit,Band 7,70.1,79.78,0.87866633241413883
Amazfit,GTR 4,57.4,66.07,0.86877554109278043
Fitbit,Charge 6,71.3,82.12,0.86824159766195808
Fitbit,Charge 6,69.2,80.07,0.86424378668664925
Amazfit,GTR 4,61.0,71.59,0.85207431205475626
Amazfit,T-Rex 3,58.2,68.36,0.85137507314218841
Fitbit,Inspire 4,70.8,83.72,0.84567606306736742
Amazfit,T-Rex 3,59.2,70.11,0.84438739124233353
Amazfit,T-Rex 3,58.9,71.49,0.82389145335011893
Amazfit,Band 7,70.0,85.94,0.81452175936700022
Amazfit,GTS 4,58.6,73.22,0.80032777929527454
Amazfit,GTR 4,57.5,72.38,0.794418347609837
Amazfit,T-Rex 3,58.4,74.11,0.78801781136148963
Fitbit,Inspire 4,72.2,91.81,0.78640670950876812
Amazfit,GTS 4,59.8,76.1,0.7858081471747701
Amazfit,T-Rex 3,58.0,73.89,0.78495060224658275
Amazfit,GTS 4,58.0,74.32,0.78040904198062444
Amazfit,T-Rex 3,60.6,77.91,0.777820562187139
Amazfit,GTS 4,60.8,78.79,0.77167153192029436
Amazfit,Band 7,70.0,92.49,0.756838577143475
Amazfit,GTS 4,60.8,81.24,0.74839980305268339
Fitbit,Inspire 4,66.0,88.64,0.74458483754512639
Amazfit,GTS 4,60.2,81.69,0.7369323050556984
Amazfit,GTR 4,59.0,80.09,0.73667124484954427
Amazfit,GTR 4,59.2,80.55,0.73494723774053394
Fitbit,Charge 6,72.4,98.56,0.73457792207792216
Fitbit,Versa 4,58.3,80.02,0.72856785803549118
Amazfit,GTR 4,58.4,80.17,0.72845203941624048
Amazfit,GTR 4,59.8,82.1,0.728380024360536
Amazfit,GTS 4,57.7,79.75,0.72351097178683388
Amazfit,Band 7,72.9,102.44,0.71163607965638431
Fitbit,Inspire 4,72.0,101.61,0.70859167404783
Amazfit,GTS 4,60.5,85.39,0.70851387750322048
Fitbit,Inspire 4,70.4,99.82,0.7052694850731317
Amazfit,GTS 4,57.8,82.93,0.69697335101893154
Amazfit,Band 7,68.6,98.68,0.6951763275233076
Fitbit,Sense 2,57.2,82.88,0.69015444015444027
Amazfit,GTR 4,60.4,87.52,0.690127970749543
Amazfit,Band 7,72.3,105.27,0.68680535765175266
Amazfit,Band 7,69.2,100.81,0.6864398373177264
Fitbit,Inspire 4,70.1,102.32,0.68510555121188432
Fitbit,Versa 4,59.7,87.94,0.67887195815328638
Fitbit,Charge 6,69.3,102.32,0.67728694292415947
Amazfit,GTR 4,62.0,93.0,0.66666666666666663
Amazfit,Band 7,71.5,107.29,0.66641811911641347
Fitbit,Charge 6,70.3,106.85,0.65793167992512869
Fitbit,Versa 4,59.6,90.67,0.65732877467740158
Fitbit,Versa 4,59.6,91.21,0.65343712312246471
Amazfit,Band 7,68.2,106.18,0.64230551893011867
Fitbit,Sense 2,56.8,88.61,0.64101117255388784
Amazfit,T-Rex 3,57.1,89.17,0.64034989346192661
Fitbit,Sense 2,60.2,95.42,0.63089499056801512
Fitbit,Inspire 4,69.1,111.6,0.6191756272401433
Fitbit,Charge 6,69.6,112.5,0.61866666666666659
Fitbit,Charge 6,70.2,113.47,0.61866572662377728
Amazfit,GTR 4,59.7,96.53,0.61846058220242417
Amazfit,GTS 4,58.5,94.64,0.61813186813186816
Fitbit,Versa 4,61.6,99.77,0.61742006615215
Fitbit,Sense 2,59.3,96.15,0.61674466978679143
Fitbit,Versa 4,60.4,99.0,0.61010101010101
Amazfit,GTR 4,59.1,96.87,0.61009600495509442
Amazfit,T-Rex 3,58.7,96.45,0.60860549507516848
Fitbit,Sense 2,56.9,93.79,0.60667448555283077
Amazfit,GTS 4,58.7,97.18,0.604033751800782
Fitbit,Charge 6,71.7,121.04,0.59236615994712494
Amazfit,GTS 4,59.7,101.09,0.5905628647739638
Fitbit,Inspire 4,67.3,115.08,0.58481056656239139
Fitbit,Charge 6,68.6,117.64,0.58313498809928588
Amazfit,Band 7,72.3,125.28,0.57710727969348652
Amazfit,T-Rex 3,59.1,102.41,0.57709208085147934
Fitbit,Versa 4,58.8,101.98,0.57658364385173555
Amazfit,Band 7,68.5,118.91,0.57606593221764357
Fitbit,Inspire 4,73.0,126.73,0.57602777558589124
Fitbit,Sense 2,60.2,105.37,0.57132011008826045
Fitbit,Versa 4,55.6,97.67,0.56926384765025084
Amazfit,GTR 4,60.5,106.76,0.56669164481079048
Fitbit,Charge 6,70.7,126.02,0.56102205999047772
Amazfit,GTR 4,57.6,104.14,0.553101594008066
Amazfit,Band 7,71.8,130.06,0.5520528986621559
Amazfit,GTS 4,59.6,108.2,0.5508317929759704
Fitbit,Sense 2,57.1,104.75,0.54510739856801915
Fitbit,Inspire 4,71.6,131.85,0.54304133485020856
Amazfit,GTS 4,59.1,109.19,0.54125835699239855
Amazfit,GTR 4,58.5,108.14,0.54096541520251529
Fitbit,Versa 4,59.1,109.5,0.53972602739726028
Fitbit,Versa 4,59.1,109.69,0.53879113866350625
Amazfit,T-Rex 3,60.3,112.34,0.53676339683104857
Fitbit,Charge 6,68.1,127.54,0.5339501332915163
Fitbit,Versa 4,60.0,112.87,0.53158500930273767
Fitbit,Charge 6,71.2,134.76,0.52834669041258542
Fitbit,Inspire 4,69.0,130.79,0.52756326936310116
Fitbit,Charge 6,70.6,133.86,0.52741670401912433
Amazfit,GTR 4,59.5,113.24,0.52543270929000352
Amazfit,T-Rex 3,56.4,107.55,0.52440725244072528
Fitbit,Sense 2,60.5,116.18,0.52074367360991558
Amazfit,T-Rex 3,57.7,111.54,0.51730320961090193
Amazfit,GTR 4,59.3,115.9,0.51164797238999127
Huawei,Watch 5,58.6,114.77,0.51058639017164764
Huawei,Watch 5,60.6,120.14,0.50441151989345767
Amazfit,GTS 4,60.3,120.07,0.50220704588989762
Huawei,Band 9,59.6,118.71,0.50206385308735579
Amazfit,GTS 4,59.4,118.56,0.50101214574898778
Fitbit,Sense 2,60.5,121.24,0.49901022764764108
Fitbit,Sense 2,59.4,119.08,0.49882431978501846
Fitbit,Inspire 4,72.8,145.98,0.49869845184271822
Fitbit,Sense 2,57.2,114.74,0.49851838940212662
Huawei,Band 9,59.4,119.23,0.49819676255975842
Huawei,Watch GT 5,59.3,119.17,0.49760845850465718
Amazfit,GTR 4,58.2,117.75,0.49426751592356688
Amazfit,Band 7,72.0,146.78,0.4905300449652541
Fitbit,Charge 6,70.4,143.66,0.49004594180704447
Fitbit,Charge 6,69.3,141.9,0.48837209302325579
Fitbit,Sense 2,61.8,126.79,0.48742014354444352
Amazfit,GTR 4,57.3,117.61,0.48720346909276419
Fitbit,Inspire 4,68.4,141.74,0.48257372654155495
Fitbit,Sense 2,61.3,127.11,0.48225946030996775
Huawei,Watch 5,57.0,118.6,0.48060708263069141
Amazfit,T-Rex 3,60.8,126.53,0.4805184541215522
Fitbit,Charge 6,68.5,142.56,0.48049943883277219
Fitbit,Sense 2,58.9,122.79,0.4796807557618698
Fitbit,Sense 2,60.7,127.15,0.47738891073535195
Huawei,Band 9,57.9,121.59,0.47619047619047616
Fitbit,Sense 2,59.0,124.25,0.47484909456740443
Fitbit,Versa 4,61.7,129.98,0.47468841360209268
Amazfit,Band 7,68.1,143.97,0.47301521150239628
Huawei,Watch 5,59.8,126.88,0.47131147540983603
Fitbit,Versa 4,61.3,130.12,0.47110359667998769
Fitbit,Sense 2,61.1,129.75,0.47090558766859347
Amazfit,GTS 4,58.6,124.49,0.47072053980239381
Fitbit,Sense 2,60.9,129.64,0.46976241900647953
Huawei,Watch GT 5,58.6,124.88,0.46925048046124285
Fitbit,Charge 6,69.4,148.25,0.46812816188870154
Fitbit,Versa 4,58.0,124.76,0.46489259378005771
Amazfit,GTS 4,58.7,126.59,0.4637017141954341
Amazfit,T-Rex 3,61.2,132.11,0.46325032170161229
Amazfit,GTS 4,61.2,132.78,0.46091278807049257
Fitbit,Sense 2,58.5,127.03,0.46052113673935291
Amazfit,T-Rex 3,59.3,129.19,0.459013855561576
Amazfit,Band 7,66.9,145.97,0.45831335205864221
Huawei,Watch Ultimate,59.2,129.76,0.45622688039457465
Huawei,Band 9,61.4,135.69,0.45250202667845824
Fitbit,Versa 4,57.4,127.43,0.45044338067958878
Amazfit,Band 7,71.8,159.97,0.44883415640432578
Amazfit,GTR 4,62.3,141.68,0.43972332015810273
Fitbit,Versa 4,59.0,135.08,0.43677820550784718
Amazfit,Band 7,67.7,155.48,0.43542577823514284
Amazfit,T-Rex 3,58.7,134.89,0.43516939728667808
Amazfit,GTS 4,57.0,131.06,0.43491530596673278
Amazfit,GTR 4,59.8,137.66,0.43440360308005227
Fitbit,Charge 6,67.9,156.48,0.43392126789366059
Fitbit,Inspire 4,69.3,161.65,0.42870399010207233
Amazfit,Band 7,71.2,166.12,0.42860582711293044
Fitbit,Inspire 4,69.5,162.46,0.42779761171980796
Amazfit,T-Rex 3,61.1,143.41,0.4260511819259466
Amazfit,Band 7,69.9,164.39,0.42520834600644813
Fitbit,Inspire 4,68.7,161.99,0.42410025310204336
Amazfit,T-Rex 3,60.7,143.14,0.4240603604862373
Huawei,Band 9,59.6,140.77,0.42338566455921006
Fitbit,Charge 6,71.2,168.67,0.42212604493982336
Amazfit,GTS 4,60.0,143.68,0.41759465478841867
Fitbit,Charge 6,71.4,171.88,0.41540609727717015
Garmin,Enduro 3,62.8,151.2,0.41534391534391535
Fitbit,Sense 2,57.5,139.04,0.41355005753739932
Fitbit,Versa 4,59.3,145.34,0.40800880693546165
Amazfit,Band 7,67.7,166.22,0.40729154133076645
Fitbit,Charge 6,71.4,175.4,0.40706955530216649
Garmin,Forerunner 965,61.9,152.26,0.40654144226980166
Amazfit,T-Rex 3,58.3,144.14,0.4044678784515055
Amazfit,GTS 4,58.9,147.24,0.400027166530834
Amazfit,Band 7,69.6,174.34,0.39921991510840882
Amazfit,Band 7,70.6,177.09,0.398667344288215
Garmin,Venu 3,62.7,157.35,0.39847473784556725
Fitbit,Charge 6,69.9,175.65,0.39795046968403075
Fitbit,Versa 4,58.8,149.11,0.39433974917845882
Fitbit,Charge 6,67.7,172.07,0.39344452838960892
Fitbit,Charge 6,70.4,179.02,0.39325215059769858
Fitbit,Versa 4,58.7,149.68,0.39216996258685194
Amazfit,GTS 4,60.1,153.47,0.39160748028930736
Fitbit,Inspire 4,71.2,181.82,0.39159608403915963
Fitbit,Versa 4,61.2,156.32,0.39150460593654046
Amazfit,GTS 4,60.3,154.08,0.39135514018691586
Fitbit,Charge 6,71.2,182.72,0.38966725043782841
Amazfit,T-Rex 3,57.8,148.39,0.38951411820203519
Fitbit,Charge 6,68.6,176.27,0.38917569637487937
Garmin,Fenix 8,59.8,153.94,0.38846303754709627
Fitbit,Sense 2,59.3,152.95,0.38770840143837859
Garmin,Fenix 8,64.7,167.63,0.38596909861003403
Fitbit,Sense 2,60.4,156.7,0.38544990427568604
Huawei,Watch GT 5,57.5,149.39,0.38489858758953077
Garmin,Venu 3,60.4,157.37,0.38380885810510262
Amazfit,GTS 4,56.9,148.53,0.38308759173230994
Fitbit,Sense 2,59.4,155.71,0.38147838931346734
Fitbit,Charge 6,69.2,182.24,0.3797190517998244
Fitbit,Inspire 4,67.2,176.98,0.37970392134704489
Fitbit,Charge 6,67.7,178.34,0.37961197712235056
Fitbit,Sense 2,57.8,152.33,0.37943937504102931
Garmin,Enduro 3,60.3,159.08,0.37905456374151364
Amazfit,T-Rex 3,56.6,149.64,0.3782411120021385
Fitbit,Sense 2,60.4,159.92,0.37768884442221112
Huawei,Watch 5,57.9,154.36,0.37509717543405025
Fitbit,Sense 2,60.6,162.13,0.37377413186948749
Amazfit,T-Rex 3,58.1,155.48,0.3736815024440443
Fitbit,Charge 6,69.5,186.36,0.37293410603133714
Huawei,Watch Ultimate,59.3,159.47,0.37185677556907254
Huawei,Band 9,58.2,156.76,0.37126818065833123
Huawei,Band 9,59.1,159.76,0.36992989484226341
Huawei,Watch Ultimate,57.9,156.52,0.36992077689752106
Huawei,Watch 5,58.5,158.53,0.3690153283290229
Fitbit,Sense 2,56.2,152.4,0.3687664041994751
Huawei,Band 9,61.1,165.83,0.36844961707773016
Amazfit,GTR 4,59.1,161.11,0.36683011606976595
Amazfit,GTR 4,59.8,163.05,0.36675866298681381
Fitbit,Charge 6,68.0,185.56,0.36645828842422934
Fitbit,Charge 6,68.4,187.58,0.36464441838149059
Amazfit,GTS 4,58.7,161.34,0.36382794099417382
Huawei,Band 9,58.5,160.9,0.36357986326911124
Huawei,Watch Ultimate,58.9,162.18,0.36317671722777156
Amazfit,Band 7,70.7,194.7,0.36312275295326146
Garmin,Instinct 2X,61.2,168.57,0.36305392418579824
Fitbit,Sense 2,59.1,162.97,0.36264343130637544
Amazfit,Band 7,69.9,193.87,0.36055088461340074
Garmin,Instinct 2X,62.2,173.18,0.35916387573622821
Garmin,Forerunner 965,61.2,170.56,0.35881801125703566
Fitbit,Inspire 4,72.2,201.36,0.3585617798967024
Amazfit,GTS 4,58.8,164.14,0.35823077860363106
Amazfit,Band 7,68.5,191.59,0.35753431807505609
Amazfit,T-Rex 3,58.2,163.57,0.35581096778137805
Garmin,Instinct 2X,58.9,165.56,0.35576226141580092
Amazfit,GTR 4,56.8,160.5,0.35389408099688474
Garmin,Instinct 2X,62.8,177.89,0.35302715161054588
Huawei,Watch GT 5,61.9,175.56,0.35258601048074734
Amazfit,Band 7,67.7,192.02,0.35256744089157377
Fitbit,Inspire 4,70.9,201.14,0.35249080242617087
Fitbit,Inspire 4,71.5,203.21,0.35185276315141972
Amazfit,Band 7,67.0,190.57,0.35157684840216197
Fitbit,Charge 6,72.8,207.29,0.35119880360847122
Amazfit,T-Rex 3,60.0,170.98,0.35091823605100014
Fitbit,Inspire 4,70.9,202.76,0.34967449201025846
Fitbit,Charge 6,69.7,199.4,0.34954864593781343
Amazfit,Band 7,74.2,212.37,0.34939021519046948
Amazfit,GTS 4,59.4,170.88,0.3476123595505618
Amazfit,Band 7,72.5,208.87,0.34710585531670418
Fitbit,Versa 4,56.6,163.95,0.34522720341567553
Garmin,Instinct 2X,62.0,180.01,0.34442530970501639
Amazfit,Band 7,68.5,198.91,0.34437685385350159
Fitbit,Charge 6,71.7,209.33,0.3425213777289447
Amazfit,T-Rex 3,57.1,166.87,0.3421825373044885
Huawei,Watch GT 5,56.8,166.09,0.34198326208682039
Fitbit,Inspire 4,68.0,199.12,0.34150261149055844
Amazfit,T-Rex 3,60.2,177.32,0.33949921046695242
Amazfit,GTR 4,61.5,181.53,0.33878697735911417
Fitbit,Inspire 4,70.5,208.78,0.33767602260752944
Fitbit,Inspire 4,71.3,211.27,0.33748284186112554
Amazfit,T-Rex 3,58.3,173.35,0.33631381597923277
Amazfit,GTS 4,60.1,178.72,0.33628021486123544
Amazfit,GTR 4,59.4,176.64,0.33627717391304351
Huawei,Band 9,58.6,174.27,0.33625982670568655
Fitbit,Inspire 4,70.3,210.46,0.33403021951914852
Fitbit,Versa 4,60.1,180.06,0.33377762967899588
Amazfit,GTS 4,60.9,182.77,0.33320566832631171
Amazfit,Band 7,70.8,212.51,0.33316079243329727
Garmin,Instinct 2X,60.4,181.46,0.33285572577978617
Fitbit,Charge 6,72.8,219.31,0.33195020746887965
Fitbit,Inspire 4,69.1,208.23,0.33184459491907986
Amazfit,GTS 4,62.0,186.92,0.3316927027605393
