Brand,Model,Category,Brand_Equity_Score,Category_Rank
WHOOP,4.0,Fitness Band,56.366,185
WHOOP,4.0,Fitness Band,56.365750000000006,186
WHOOP,4.0,Fitness Band,56.361999999999995,187
WHOOP,4.0,Fitness Band,56.3245,188
WHOOP,4.0,Fitness Band,56.29975,189
WHOOP,4.0,Fitness Band,56.256999999999991,190
WHOOP,4.0,Fitness Band,56.2395,191
WHOOP,4.0,Fitness Band,56.204499999999996,192
WHOOP,4.0,Fitness Band,56.184,193
WHOOP,4.0,Fitness Band,56.18175,194
WHOOP,4.0,Fitness Band,56.1155,195
WHOOP,4.0,Fitness Band,56.014250000000004,196
WHOOP,4.0,Fitness Band,55.992000000000004,197
WHOOP,4.0,Fitness Band,55.87425,198
WHOOP,4.0,Fitness Band,55.855000000000004,199
WHOOP,4.0,Fitness Band,55.7825,200
WHOOP,4.0,Fitness Band,55.732749999999996,201
WHOOP,4.0,Fitness Band,55.7085,202
WHOOP,4.0,Fitness Band,55.707249999999995,203
WHOOP,4.0,Fitness Band,55.68675,204
WHOOP,4.0,Fitness Band,55.669500000000006,205
WHOOP,4.0,Fitness Band,55.643,206
WHOOP,4.0,Fitness Band,55.63075,207
WHOOP,4.0,Fitness Band,55.604250000000008,208
WHOOP,4.0,Fitness Band,55.57525,209
WHOOP,4.0,Fitness Band,55.550250000000005,210
WHOOP,4.0,Fitness Band,55.545,211
WHOOP,4.0,Fitness Band,55.5235,212
WHOOP,4.0,Fitness Band,55.509,213
WHOOP,4.0,Fitness Band,55.5055,214
WHOOP,4.0,Fitness Band,55.37375,215
WHOOP,4.0,Fitness Band,55.346499999999992,216
WHOOP,4.0,Fitness Band,55.256,217
WHOOP,4.0,Fitness Band,55.24525,218
WHOOP,4.0,Fitness Band,55.2375,219
WHOOP,4.0,Fitness Band,55.020750000000007,220
WHOOP,4.0,Fitness Band,54.976,221
WHOOP,4.0,Fitness Band,54.8975,222
WHOOP,4.0,Fitness Band,54.87025,223
WHOOP,4.0,Fitness Band,54.84025,224
WHOOP,4.0,Fitness Band,54.838750000000005,225
WHOOP,4.0,Fitness Band,54.504499999999993,226
WHOOP,4.0,Fitness Band,54.347,227
WHOOP,4.0,Fitness Band,54.121750000000006,228
WHOOP,4.0,Fitness Band,54.0695,229
WHOOP,4.0,Fitness Band,54.055000000000007,230
WHOOP,4.0,Fitness Band,54.05375,231
Fitbit,Inspire 4,Fitness Tracker,65.326000000000008,1
Amazfit,Band 7,Fitness Tracker,65.14025,2
Fitbit,Charge 6,Fitness Tracker,64.98975,3
Fitbit,Inspire 4,Fitness Tracker,64.38275,4
Fitbit,Charge 6,Fitness Tracker,64.254,5
Fitbit,Charge 6,Fitness Tracker,64.16775,6
Fitbit,Inspire 4,Fitness Tracker,64.155,7
Fitbit,Charge 6,Fitness Tracker,64.05675,8
Fitbit,Charge 6,Fitness Tracker,64.051,9
Fitbit,Inspire 4,Fitness Tracker,64.02725,10
Amazfit,Band 7,Fitness Tracker,64.0045,11
Amazfit,Band 7,Fitness Tracker,63.771,12
Fitbit,Inspire 4,Fitness Tracker,63.515250000000009,13
Amazfit,Band 7,Fitness Tracker,63.4815,14
Amazfit,Band 7,Fitness Tracker,63.374750000000006,15
Fitbit,Charge 6,Fitness Tracker,63.3455,16
Fitbit,Inspire 4,Fitness Tracker,63.3155,17
Fitbit,Charge 6,Fitness Tracker,63.23725,18
Fitbit,Inspire 4,Fitness Tracker,63.186,19
Fitbit,Charge 6,Fitness Tracker,63.09225,20
Fitbit,Inspire 4,Fitness Tracker,63.023250000000004,21
Fitbit,Inspire 4,Fitness Tracker,62.98975,22
Fitbit,Inspire 4,Fitness Tracker,62.933000000000007,23
Amazfit,Band 7,Fitness Tracker,62.91575,24
Amazfit,Band 7,Fitness Tracker,62.856749999999991,25
Fitbit,Inspire 4,Fitness Tracker,62.79575,26
Fitbit,Charge 6,Fitness Tracker,62.7425,27
Fitbit,Charge 6,Fitness Tracker,62.691499999999991,28
Fitbit,Inspire 4,Fitness Tracker,62.66449999999999,29
Fitbit,Charge 6,Fitness Tracker,62.53975,30
Fitbit,Inspire 4,Fitness Tracker,62.510499999999993,31
Amazfit,Band 7,Fitness Tracker,62.46875,32
Amazfit,Band 7,Fitness Tracker,62.46875,32
Amazfit,Band 7,Fitness Tracker,62.463,34
Amazfit,Band 7,Fitness Tracker,62.455249999999992,35
Fitbit,Inspire 4,Fitness Tracker,62.387249999999995,36
Fitbit,Charge 6,Fitness Tracker,62.37325,37
Fitbit,Charge 6,Fitness Tracker,62.352500000000006,38
Fitbit,Charge 6,Fitness Tracker,62.331500000000005,39
Amazfit,Band 7,Fitness Tracker,62.26075,40
Fitbit,Inspire 4,Fitness Tracker,62.248000000000005,41
Fitbit,Charge 6,Fitness Tracker,62.2435,42
Amazfit,Band 7,Fitness Tracker,62.238749999999996,43
Fitbit,Inspire 4,Fitness Tracker,62.204,44
Amazfit,Band 7,Fitness Tracker,62.18575,45
Fitbit,Charge 6,Fitness Tracker,62.1605,46
Fitbit,Charge 6,Fitness Tracker,62.14875,47
Fitbit,Charge 6,Fitness Tracker,62.06975,48
Fitbit,Inspire 4,Fitness Tracker,62.031499999999994,49
Fitbit,Inspire 4,Fitness Tracker,62.012,50
Amazfit,Band 7,Fitness Tracker,61.928,51
Fitbit,Charge 6,Fitness Tracker,61.926,52
Fitbit,Inspire 4,Fitness Tracker,61.82875,53
Amazfit,Band 7,Fitness Tracker,61.815,54
Fitbit,Charge 6,Fitness Tracker,61.813999999999993,55
Fitbit,Charge 6,Fitness Tracker,61.7805,56
Fitbit,Charge 6,Fitness Tracker,61.779500000000013,57
Fitbit,Inspire 4,Fitness Tracker,61.672,58
Fitbit,Inspire 4,Fitness Tracker,61.606749999999991,59
Fitbit,Charge 6,Fitness Tracker,61.60625,60
Fitbit,Inspire 4,Fitness Tracker,61.601250000000007,61
Fitbit,Inspire 4,Fitness Tracker,61.542,62
Fitbit,Inspire 4,Fitness Tracker,61.51325,63
Fitbit,Charge 6,Fitness Tracker,61.513000000000005,64
Fitbit,Charge 6,Fitness Tracker,61.499,65
Fitbit,Charge 6,Fitness Tracker,61.456,66
Fitbit,Inspire 4,Fitness Tracker,61.454750000000004,67
Amazfit,Band 7,Fitness Tracker,61.43625,68
Fitbit,Charge 6,Fitness Tracker,61.390750000000004,69
Amazfit,Band 7,Fitness Tracker,61.369749999999996,70
Fitbit,Charge 6,Fitness Tracker,61.3445,71
Fitbit,Charge 6,Fitness Tracker,61.297,72
Fitbit,Charge 6,Fitness Tracker,61.274,73
Fitbit,Inspire 4,Fitness Tracker,61.26075,74
Fitbit,Inspire 4,Fitness Tracker,61.2315,75
Amazfit,Band 7,Fitness Tracker,61.2295,76
Amazfit,Band 7,Fitness Tracker,61.108000000000004,77
Amazfit,Band 7,Fitness Tracker,61.1065,78
Fitbit,Charge 6,Fitness Tracker,61.0895,79
Amazfit,Band 7,Fitness Tracker,61.075250000000004,80
Amazfit,Band 7,Fitness Tracker,60.985249999999994,81
Fitbit,Charge 6,Fitness Tracker,60.972,82
Fitbit,Charge 6,Fitness Tracker,60.94525,83
Fitbit,Inspire 4,Fitness Tracker,60.924499999999995,84
Fitbit,Inspire 4,Fitness Tracker,60.906000000000006,85
Amazfit,Band 7,Fitness Tracker,60.899999999999991,86
Fitbit,Charge 6,Fitness Tracker,60.883,87
Fitbit,Inspire 4,Fitness Tracker,60.822,88
Amazfit,Band 7,Fitness Tracker,60.75175,89
Amazfit,Band 7,Fitness Tracker,60.710499999999996,90
Fitbit,Charge 6,Fitness Tracker,60.662000000000006,91
Fitbit,Charge 6,Fitness Tracker,60.628499999999995,92
Fitbit,Charge 6,Fitness Tracker,60.614500000000007,93
Amazfit,Band 7,Fitness Tracker,60.613749999999996,94
Amazfit,Band 7,Fitness Tracker,60.58425,95
Fitbit,Inspire 4,Fitness Tracker,60.560999999999993,96
Fitbit,Inspire 4,Fitness Tracker,60.54,97
Fitbit,Inspire 4,Fitness Tracker,60.522000000000006,98
Amazfit,Band 7,Fitness Tracker,60.518,99
Amazfit,Band 7,Fitness Tracker,60.507500000000007,100
Fitbit,Inspire 4,Fitness Tracker,60.45225,101
Amazfit,Band 7,Fitness Tracker,60.43825,102
Fitbit,Charge 6,Fitness Tracker,60.427499999999995,103
Fitbit,Charge 6,Fitness Tracker,60.29825,104
Fitbit,Charge 6,Fitness Tracker,60.2605,105
Amazfit,Band 7,Fitness Tracker,60.246750000000006,106
Amazfit,Band 7,Fitness Tracker,60.15375,107
Fitbit,Charge 6,Fitness Tracker,60.115749999999991,108
Fitbit,Charge 6,Fitness Tracker,60.099250000000012,109
Fitbit,Charge 6,Fitness Tracker,60.07875,110
Fitbit,Inspire 4,Fitness Tracker,60.041250000000005,111
Amazfit,Band 7,Fitness Tracker,60.0285,112
Amazfit,Band 7,Fitness Tracker,59.98975,113
Fitbit,Inspire 4,Fitness Tracker,59.97625,114
Amazfit,Band 7,Fitness Tracker,59.95775,115
Fitbit,Inspire 4,Fitness Tracker,59.941500000000005,116
Fitbit,Inspire 4,Fitness Tracker,59.898250000000004,117
Fitbit,Inspire 4,Fitness Tracker,59.89175,118
Amazfit,Band 7,Fitness Tracker,59.868000000000009,119
Amazfit,Band 7,Fitness Tracker,59.86125,120
Fitbit,Inspire 4,Fitness Tracker,59.689750000000004,121
Fitbit,Charge 6,Fitness Tracker,59.6265,122
Fitbit,Inspire 4,Fitness Tracker,59.6175,123
Amazfit,Band 7,Fitness Tracker,59.59075,124
Amazfit,Band 7,Fitness Tracker,59.584,125
Amazfit,Band 7,Fitness Tracker,59.515249999999995,126
Fitbit,Inspire 4,Fitness Tracker,59.512,127
Fitbit,Inspire 4,Fitness Tracker,59.4575,128
Fitbit,Charge 6,Fitness Tracker,59.357,129
Fitbit,Inspire 4,Fitness Tracker,59.2615,130
Fitbit,Charge 6,Fitness Tracker,59.19475,131
Fitbit,Charge 6,Fitness Tracker,59.17949999999999,132
Fitbit,Inspire 4,Fitness Tracker,59.094749999999991,133
Amazfit,Band 7,Fitness Tracker,59.045500000000004,134
Fitbit,Charge 6,Fitness Tracker,59.016000000000005,135
Fitbit,Inspire 4,Fitness Tracker,58.986250000000005,136
Fitbit,Charge 6,Fitness Tracker,58.9025,137
Fitbit,Inspire 4,Fitness Tracker,58.691999999999993,138
Amazfit,Band 7,Fitness Tracker,58.664500000000004,139
Fitbit,Inspire 4,Fitness Tracker,58.654250000000005,140
Amazfit,Band 7,Fitness Tracker,58.630750000000006,141
Fitbit,Inspire 4,Fitness Tracker,58.602999999999994,142
Amazfit,Band 7,Fitness Tracker,58.532000000000004,143
Fitbit,Charge 6,Fitness Tracker,58.411500000000004,144
Fitbit,Charge 6,Fitness Tracker,58.342,145
Fitbit,Charge 6,Fitness Tracker,58.167999999999992,146
Fitbit,Inspire 4,Fitness Tracker,57.991249999999994,147
Amazfit,Band 7,Fitness Tracker,57.973,148
Amazfit,Band 7,Fitness Tracker,57.97125,149
Amazfit,Band 7,Fitness Tracker,57.902,150
Amazfit,Band 7,Fitness Tracker,57.89775,151
Fitbit,Charge 6,Fitness Tracker,57.832499999999996,152
Amazfit,Band 7,Fitness Tracker,57.814499999999995,153
Fitbit,Charge 6,Fitness Tracker,57.793,154
Fitbit,Charge 6,Fitness Tracker,57.773250000000004,155
Amazfit,Band 7,Fitness Tracker,57.48375,156
Fitbit,Charge 6,Fitness Tracker,57.462999999999994,157
Fitbit,Inspire 4,Fitness Tracker,57.429500000000004,158
Fitbit,Inspire 4,Fitness Tracker,57.3875,159
Fitbit,Charge 6,Fitness Tracker,57.332000000000008,160
Fitbit,Inspire 4,Fitness Tracker,57.268499999999996,161
Amazfit,Band 7,Fitness Tracker,57.1495,162
Fitbit,Charge 6,Fitness Tracker,57.041250000000005,163
Fitbit,Inspire 4,Fitness Tracker,56.99975,164
Amazfit,Band 7,Fitness Tracker,56.70150000000001,165
Fitbit,Charge 6,Fitness Tracker,56.523500000000006,166
Fitbit,Inspire 4,Fitness Tracker,56.179500000000004,167
Fitbit,Charge 6,Fitness Tracker,56.05475,168
Fitbit,Inspire 4,Fitness Tracker,55.678,169
Amazfit,Band 7,Fitness Tracker,55.340999999999994,170
Oura,Ring Gen 4,Smart Ring,67.50800000000001,1
Oura,Ring Gen 4,Smart Ring,67.2025,2
Oura,Ring Gen 4,Smart Ring,67.095,3
Oura,Ring Gen 4,Smart Ring,66.994,4
Oura,Ring Gen 4,Smart Ring,66.9495,5
Oura,Ring Gen 4,Smart Ring,66.8605,6
Oura,Ring Gen 4,Smart Ring,66.7835,7
Oura,Ring Gen 4,Smart Ring,66.66725,8
Oura,Ring Gen 4,Smart Ring,66.65825000000001,9
Oura,Ring Gen 4,Smart Ring,66.503,10
Oura,Ring Gen 4,Smart Ring,66.488,11
Oura,Ring Gen 4,Smart Ring,66.333249999999992,12
Oura,Ring Gen 4,Smart Ring,66.300000000000011,13
Oura,Ring Gen 4,Smart Ring,66.263,14
Oura,Ring Gen 4,Smart Ring,66.1945,15
Oura,Ring Gen 4,Smart Ring,66.18,16
Oura,Ring Gen 4,Smart Ring,65.93775,17
Oura,Ring Gen 4,Smart Ring,65.93575,18
Oura,Ring Gen 4,Smart Ring,65.8975,19
Oura,Ring Gen 4,Smart Ring,65.86475,20
Oura,Ring Gen 4,Smart Ring,65.8165,21
Oura,Ring Gen 4,Smart Ring,65.77475,22
Oura,Ring Gen 4,Smart Ring,65.7495,23
Oura,Ring Gen 4,Smart Ring,65.72475,24
Oura,Ring Gen 4,Smart Ring,65.635500000000008,25
Oura,Ring Gen 4,Smart Ring,65.52,26
Oura,Ring Gen 4,Smart Ring,65.4565,27
Oura,Ring Gen 4,Smart Ring,65.3515,28
Oura,Ring Gen 4,Smart Ring,65.3005,29
Oura,Ring Gen 4,Smart Ring,65.289,30
Oura,Ring Gen 4,Smart Ring,65.163,31
Oura,Ring Gen 4,Smart Ring,65.157750000000007,32
Oura,Ring Gen 4,Smart Ring,65.1565,33
Oura,Ring Gen 4,Smart Ring,65.143999999999991,34
Oura,Ring Gen 4,Smart Ring,65.1275,35
Oura,Ring Gen 4,Smart Ring,65.101,36
Oura,Ring Gen 4,Smart Ring,65.03375,37
Oura,Ring Gen 4,Smart Ring,65.00475,38
Oura,Ring Gen 4,Smart Ring,64.97175,39
Oura,Ring Gen 4,Smart Ring,64.82675,40
Oura,Ring Gen 4,Smart Ring,64.7895,41
Oura,Ring Gen 4,Smart Ring,64.7365,42
Oura,Ring Gen 4,Smart Ring,64.697750000000013,43
Oura,Ring Gen 4,Smart Ring,64.62,44
Oura,Ring Gen 4,Smart Ring,64.58425,45
Oura,Ring Gen 4,Smart Ring,64.57575,46
Oura,Ring Gen 4,Smart Ring,64.5425,47
Oura,Ring Gen 4,Smart Ring,64.43075,48
Oura,Ring Gen 4,Smart Ring,64.428,49
Oura,Ring Gen 4,Smart Ring,64.40325,50
Oura,Ring Gen 4,Smart Ring,64.4025,51
Oura,Ring Gen 4,Smart Ring,64.3265,52
Oura,Ring Gen 4,Smart Ring,64.302500000000009,53
Oura,Ring Gen 4,Smart Ring,64.2675,54
Oura,Ring Gen 4,Smart Ring,64.247250000000008,55
Oura,Ring Gen 4,Smart Ring,64.235250000000008,56
Oura,Ring Gen 4,Smart Ring,64.17775,57
Oura,Ring Gen 4,Smart Ring,64.114,58
Oura,Ring Gen 4,Smart Ring,64.10125,59
Oura,Ring Gen 4,Smart Ring,64.101,60
Oura,Ring Gen 4,Smart Ring,64.087,61
Oura,Ring Gen 4,Smart Ring,64.06475,62
Oura,Ring Gen 4,Smart Ring,63.90925,63
Oura,Ring Gen 4,Smart Ring,63.847,64
Oura,Ring Gen 4,Smart Ring,63.837,65
Oura,Ring Gen 4,Smart Ring,63.836000000000006,66
Oura,Ring Gen 4,Smart Ring,63.8285,67
Oura,Ring Gen 4,Smart Ring,63.78175,68
Oura,Ring Gen 4,Smart Ring,63.7645,69
Oura,Ring Gen 4,Smart Ring,63.761,70
Oura,Ring Gen 4,Smart Ring,63.7265,71
Oura,Ring Gen 4,Smart Ring,63.71875,72
Oura,Ring Gen 4,Smart Ring,63.682,73
Oura,Ring Gen 4,Smart Ring,63.68,74
Oura,Ring Gen 4,Smart Ring,63.65575,75
Oura,Ring Gen 4,Smart Ring,63.6435,76
Oura,Ring Gen 4,Smart Ring,63.64275,77
Oura,Ring Gen 4,Smart Ring,63.6075,78
Oura,Ring Gen 4,Smart Ring,63.559999999999995,79
Oura,Ring Gen 4,Smart Ring,63.559,80
Oura,Ring Gen 4,Smart Ring,63.551999999999992,81
Oura,Ring Gen 4,Smart Ring,63.489500000000007,82
Oura,Ring Gen 4,Smart Ring,63.47775,83
Oura,Ring Gen 4,Smart Ring,63.447499999999991,84
Oura,Ring Gen 4,Smart Ring,63.4255,85
Oura,Ring Gen 4,Smart Ring,63.360250000000008,86
Oura,Ring Gen 4,Smart Ring,63.346,87
Oura,Ring Gen 4,Smart Ring,63.327,88
Oura,Ring Gen 4,Smart Ring,63.32425,89
Oura,Ring Gen 4,Smart Ring,63.29375,90
Oura,Ring Gen 4,Smart Ring,63.261500000000005,91
Oura,Ring Gen 4,Smart Ring,63.2455,92
Oura,Ring Gen 4,Smart Ring,63.203500000000005,93
Oura,Ring Gen 4,Smart Ring,63.1695,94
Oura,Ring Gen 4,Smart Ring,63.163249999999991,95
Oura,Ring Gen 4,Smart Ring,63.162249999999993,96
Oura,Ring Gen 4,Smart Ring,63.1575,97
Oura,Ring Gen 4,Smart Ring,63.129000000000005,98
Oura,Ring Gen 4,Smart Ring,63.105000000000004,99
Oura,Ring Gen 4,Smart Ring,63.087500000000006,100
Oura,Ring Gen 4,Smart Ring,63.07325,101
Oura,Ring Gen 4,Smart Ring,63.060249999999996,102
Oura,Ring Gen 4,Smart Ring,63.042249999999996,103
Oura,Ring Gen 4,Smart Ring,63.039249999999996,104
Oura,Ring Gen 4,Smart Ring,62.99625,105
Oura,Ring Gen 4,Smart Ring,62.987750000000005,106
Oura,Ring Gen 4,Smart Ring,62.961750000000009,107
Oura,Ring Gen 4,Smart Ring,62.94775,108
Oura,Ring Gen 4,Smart Ring,62.9135,109
Oura,Ring Gen 4,Smart Ring,62.91075,110
Oura,Ring Gen 4,Smart Ring,62.87325,111
Oura,Ring Gen 4,Smart Ring,62.84,112
Oura,Ring Gen 4,Smart Ring,62.7885,113
Oura,Ring Gen 4,Smart Ring,62.7525,114
Oura,Ring Gen 4,Smart Ring,62.7425,115
Oura,Ring Gen 4,Smart Ring,62.672250000000005,116
