Brand,Model,Category,Performance_Score,Price_USD,Value_Per_Dollar,Category_Value_Rank
WHOOP,4.0,Fitness Band,67.8,30.0,2.26,190
WHOOP,4.0,Fitness Band,67.8,30.0,2.26,190
WHOOP,4.0,Fitness Band,67.7,30.0,2.2566666666666668,195
WHOOP,4.0,Fitness Band,67.7,30.0,2.2566666666666668,195
WHOOP,4.0,Fitness Band,67.7,30.0,2.2566666666666668,195
WHOOP,4.0,Fitness Band,67.7,30.0,2.2566666666666668,195
WHOOP,4.0,Fitness Band,67.6,30.0,2.253333333333333,199
WHOOP,4.0,Fitness Band,67.6,30.0,2.253333333333333,199
WHOOP,4.0,Fitness Band,67.6,30.0,2.253333333333333,199
WHOOP,4.0,Fitness Band,67.6,30.0,2.253333333333333,199
WHOOP,4.0,Fitness Band,67.6,30.0,2.253333333333333,199
WHOOP,4.0,Fitness Band,67.5,30.0,2.25,204
WHOOP,4.0,Fitness Band,67.5,30.0,2.25,204
WHOOP,4.0,Fitness Band,67.4,30.0,2.246666666666667,206
WHOOP,4.0,Fitness Band,67.4,30.0,2.246666666666667,206
WHOOP,4.0,Fitness Band,67.4,30.0,2.246666666666667,206
WHOOP,4.0,Fitness Band,67.3,30.0,2.2433333333333332,209
WHOOP,4.0,Fitness Band,67.2,30.0,2.24,210
WHOOP,4.0,Fitness Band,67.2,30.0,2.24,210
WHOOP,4.0,Fitness Band,67.2,30.0,2.24,210
WHOOP,4.0,Fitness Band,67.1,30.0,2.2366666666666664,213
WHOOP,4.0,Fitness Band,67.1,30.0,2.2366666666666664,213
WHOOP,4.0,Fitness Band,67.1,30.0,2.2366666666666664,213
WHOOP,4.0,Fitness Band,67.1,30.0,2.2366666666666664,213
WHOOP,4.0,Fitness Band,67.0,30.0,2.2333333333333334,217
WHOOP,4.0,Fitness Band,67.0,30.0,2.2333333333333334,217
WHOOP,4.0,Fitness Band,67.0,30.0,2.2333333333333334,217
WHOOP,4.0,Fitness Band,67.0,30.0,2.2333333333333334,217
WHOOP,4.0,Fitness Band,67.0,30.0,2.2333333333333334,217
WHOOP,4.0,Fitness Band,66.7,30.0,2.2233333333333336,222
WHOOP,4.0,Fitness Band,66.7,30.0,2.2233333333333336,222
WHOOP,4.0,Fitness Band,66.6,30.0,2.2199999999999998,224
WHOOP,4.0,Fitness Band,66.5,30.0,2.2166666666666668,225
WHOOP,4.0,Fitness Band,66.4,30.0,2.2133333333333334,226
WHOOP,4.0,Fitness Band,66.3,30.0,2.21,227
WHOOP,4.0,Fitness Band,66.3,30.0,2.21,227
WHOOP,4.0,Fitness Band,66.2,30.0,2.2066666666666666,229
WHOOP,4.0,Fitness Band,65.9,30.0,2.1966666666666668,230
WHOOP,4.0,Fitness Band,65.6,30.0,2.1866666666666665,231
Amazfit,Band 7,Fitness Tracker,71.4,50.23,1.4214612781206453,1
Amazfit,Band 7,Fitness Tracker,69.5,53.38,1.3019857624578492,2
Amazfit,Band 7,Fitness Tracker,70.1,70.61,0.99277722702166826,3
Amazfit,Band 7,Fitness Tracker,70.3,73.72,0.95360824742268036,4
Fitbit,Charge 6,Fitness Tracker,70.2,79.35,0.8846880907372402,5
Amazfit,Band 7,Fitness Tracker,70.1,79.78,0.87866633241413883,6
Fitbit,Charge 6,Fitness Tracker,71.3,82.12,0.86824159766195808,7
Fitbit,Charge 6,Fitness Tracker,69.2,80.07,0.86424378668664925,8
Fitbit,Inspire 4,Fitness Tracker,70.8,83.72,0.84567606306736742,9
Amazfit,Band 7,Fitness Tracker,70.0,85.94,0.81452175936700022,10
Fitbit,Inspire 4,Fitness Tracker,72.2,91.81,0.78640670950876812,11
Amazfit,Band 7,Fitness Tracker,70.0,92.49,0.756838577143475,12
Fitbit,Inspire 4,Fitness Tracker,66.0,88.64,0.74458483754512639,13
Fitbit,Charge 6,Fitness Tracker,72.4,98.56,0.73457792207792216,14
Amazfit,Band 7,Fitness Tracker,72.9,102.44,0.71163607965638431,15
Fitbit,Inspire 4,Fitness Tracker,72.0,101.61,0.70859167404783,16
Fitbit,Inspire 4,Fitness Tracker,70.4,99.82,0.7052694850731317,17
Amazfit,Band 7,Fitness Tracker,68.6,98.68,0.6951763275233076,18
Amazfit,Band 7,Fitness Tracker,72.3,105.27,0.68680535765175266,19
Amazfit,Band 7,Fitness Tracker,69.2,100.81,0.6864398373177264,20
Fitbit,Inspire 4,Fitness Tracker,70.1,102.32,0.68510555121188432,21
Fitbit,Charge 6,Fitness Tracker,69.3,102.32,0.67728694292415947,22
Amazfit,Band 7,Fitness Tracker,71.5,107.29,0.66641811911641347,23
Fitbit,Charge 6,Fitness Tracker,70.3,106.85,0.65793167992512869,24
Amazfit,Band 7,Fitness Tracker,68.2,106.18,0.64230551893011867,25
Fitbit,Inspire 4,Fitness Tracker,69.1,111.6,0.6191756272401433,26
Fitbit,Charge 6,Fitness Tracker,69.6,112.5,0.61866666666666659,27
Fitbit,Charge 6,Fitness Tracker,70.2,113.47,0.61866572662377728,28
Fitbit,Charge 6,Fitness Tracker,71.7,121.04,0.59236615994712494,29
Fitbit,Inspire 4,Fitness Tracker,67.3,115.08,0.58481056656239139,30
Fitbit,Charge 6,Fitness Tracker,68.6,117.64,0.58313498809928588,31
Amazfit,Band 7,Fitness Tracker,72.3,125.28,0.57710727969348652,32
Amazfit,Band 7,Fitness Tracker,68.5,118.91,0.57606593221764357,33
Fitbit,Inspire 4,Fitness Tracker,73.0,126.73,0.57602777558589124,34
Fitbit,Charge 6,Fitness Tracker,70.7,126.02,0.56102205999047772,35
Amazfit,Band 7,Fitness Tracker,71.8,130.06,0.5520528986621559,36
Fitbit,Inspire 4,Fitness Tracker,71.6,131.85,0.54304133485020856,37
Fitbit,Charge 6,Fitness Tracker,68.1,127.54,0.5339501332915163,38
Fitbit,Charge 6,Fitness Tracker,71.2,134.76,0.52834669041258542,39
Fitbit,Inspire 4,Fitness Tracker,69.0,130.79,0.52756326936310116,40
Fitbit,Charge 6,Fitness Tracker,70.6,133.86,0.52741670401912433,41
Fitbit,Inspire 4,Fitness Tracker,72.8,145.98,0.49869845184271822,42
Amazfit,Band 7,Fitness Tracker,72.0,146.78,0.4905300449652541,43
Fitbit,Charge 6,Fitness Tracker,70.4,143.66,0.49004594180704447,44
Fitbit,Charge 6,Fitness Tracker,69.3,141.9,0.48837209302325579,45
Fitbit,Inspire 4,Fitness Tracker,68.4,141.74,0.48257372654155495,46
Fitbit,Charge 6,Fitness Tracker,68.5,142.56,0.48049943883277219,47
Amazfit,Band 7,Fitness Tracker,68.1,143.97,0.47301521150239628,48
Fitbit,Charge 6,Fitness Tracker,69.4,148.25,0.46812816188870154,49
Amazfit,Band 7,Fitness Tracker,66.9,145.97,0.45831335205864221,50
Amazfit,Band 7,Fitness Tracker,71.8,159.97,0.44883415640432578,51
Amazfit,Band 7,Fitness Tracker,67.7,155.48,0.43542577823514284,52
Fitbit,Charge 6,Fitness Tracker,67.9,156.48,0.43392126789366059,53
Fitbit,Inspire 4,Fitness Tracker,69.3,161.65,0.42870399010207233,54
Amazfit,Band 7,Fitness Tracker,71.2,166.12,0.42860582711293044,55
Fitbit,Inspire 4,Fitness Tracker,69.5,162.46,0.42779761171980796,56
Amazfit,Band 7,Fitness Tracker,69.9,164.39,0.42520834600644813,57
Fitbit,Inspire 4,Fitness Tracker,68.7,161.99,0.42410025310204336,58
Fitbit,Charge 6,Fitness Tracker,71.2,168.67,0.42212604493982336,59
Fitbit,Charge 6,Fitness Tracker,71.4,171.88,0.41540609727717015,60
Amazfit,Band 7,Fitness Tracker,67.7,166.22,0.40729154133076645,61
Fitbit,Charge 6,Fitness Tracker,71.4,175.4,0.40706955530216649,62
Amazfit,Band 7,Fitness Tracker,69.6,174.34,0.39921991510840882,63
Amazfit,Band 7,Fitness Tracker,70.6,177.09,0.398667344288215,64
Fitbit,Charge 6,Fitness Tracker,69.9,175.65,0.39795046968403075,65
Fitbit,Charge 6,Fitness Tracker,67.7,172.07,0.39344452838960892,66
Fitbit,Charge 6,Fitness Tracker,70.4,179.02,0.39325215059769858,67
Fitbit,Inspire 4,Fitness Tracker,71.2,181.82,0.39159608403915963,68
Fitbit,Charge 6,Fitness Tracker,71.2,182.72,0.38966725043782841,69
Fitbit,Charge 6,Fitness Tracker,68.6,176.27,0.38917569637487937,70
Fitbit,Charge 6,Fitness Tracker,69.2,182.24,0.3797190517998244,71
Fitbit,Inspire 4,Fitness Tracker,67.2,176.98,0.37970392134704489,72
Fitbit,Charge 6,Fitness Tracker,67.7,178.34,0.37961197712235056,73
Fitbit,Charge 6,Fitness Tracker,69.5,186.36,0.37293410603133714,74
Fitbit,Charge 6,Fitness Tracker,68.0,185.56,0.36645828842422934,75
Fitbit,Charge 6,Fitness Tracker,68.4,187.58,0.36464441838149059,76
Amazfit,Band 7,Fitness Tracker,70.7,194.7,0.36312275295326146,77
Amazfit,Band 7,Fitness Tracker,69.9,193.87,0.36055088461340074,78
Fitbit,Inspire 4,Fitness Tracker,72.2,201.36,0.3585617798967024,79
Amazfit,Band 7,Fitness Tracker,68.5,191.59,0.35753431807505609,80
Amazfit,Band 7,Fitness Tracker,67.7,192.02,0.35256744089157377,81
Fitbit,Inspire 4,Fitness Tracker,70.9,201.14,0.35249080242617087,82
Fitbit,Inspire 4,Fitness Tracker,71.5,203.21,0.35185276315141972,83
Amazfit,Band 7,Fitness Tracker,67.0,190.57,0.35157684840216197,84
Fitbit,Charge 6,Fitness Tracker,72.8,207.29,0.35119880360847122,85
Fitbit,Inspire 4,Fitness Tracker,70.9,202.76,0.34967449201025846,86
Fitbit,Charge 6,Fitness Tracker,69.7,199.4,0.34954864593781343,87
Amazfit,Band 7,Fitness Tracker,74.2,212.37,0.34939021519046948,88
Amazfit,Band 7,Fitness Tracker,72.5,208.87,0.34710585531670418,89
Amazfit,Band 7,Fitness Tracker,68.5,198.91,0.34437685385350159,90
Fitbit,Charge 6,Fitness Tracker,71.7,209.33,0.3425213777289447,91
Fitbit,Inspire 4,Fitness Tracker,68.0,199.12,0.34150261149055844,92
Fitbit,Inspire 4,Fitness Tracker,70.5,208.78,0.33767602260752944,93
Fitbit,Inspire 4,Fitness Tracker,71.3,211.27,0.33748284186112554,94
Fitbit,Inspire 4,Fitness Tracker,70.3,210.46,0.33403021951914852,95
Amazfit,Band 7,Fitness Tracker,70.8,212.51,0.33316079243329727,96
Fitbit,Charge 6,Fitness Tracker,72.8,219.31,0.33195020746887965,97
Fitbit,Inspire 4,Fitness Tracker,69.1,208.23,0.33184459491907986,98
Fitbit,Charge 6,Fitness Tracker,72.2,219.02,0.32965026025020544,99
Fitbit,Charge 6,Fitness Tracker,72.2,220.9,0.32684472612041648,100
Fitbit,Charge 6,Fitness Tracker,71.8,221.52,0.32412423257493678,101
Fitbit,Charge 6,Fitness Tracker,71.8,222.84,0.32220427212349667,102
Amazfit,Band 7,Fitness Tracker,70.3,218.82,0.32126862261219269,103
Amazfit,Band 7,Fitness Tracker,70.8,221.8,0.3192064923354373,104
Amazfit,Band 7,Fitness Tracker,68.9,217.63,0.3165923815650416,105
Fitbit,Inspire 4,Fitness Tracker,72.7,231.82,0.31360538348718836,106
Fitbit,Inspire 4,Fitness Tracker,71.8,229.06,0.3134549899589627,107
Amazfit,Band 7,Fitness Tracker,70.3,225.13,0.31226402522986718,108
Amazfit,Band 7,Fitness Tracker,69.9,223.89,0.312206887310733,109
Amazfit,Band 7,Fitness Tracker,69.1,221.66,0.3117386989082378,110
Amazfit,Band 7,Fitness Tracker,70.1,225.6,0.3107269503546099,111
Fitbit,Inspire 4,Fitness Tracker,70.5,228.57,0.30843942774642341,112
Fitbit,Charge 6,Fitness Tracker,73.6,241.26,0.30506507502279695,113
Fitbit,Inspire 4,Fitness Tracker,72.3,238.48,0.303170077155317,114
Fitbit,Inspire 4,Fitness Tracker,71.1,235.04,0.302501701837985,115
Fitbit,Charge 6,Fitness Tracker,70.1,234.5,0.29893390191897651,116
Amazfit,Band 7,Fitness Tracker,70.9,237.44,0.29860175202156336,117
Fitbit,Charge 6,Fitness Tracker,71.1,238.76,0.29778857430055283,118
Amazfit,Band 7,Fitness Tracker,70.8,238.94,0.29630869674395244,119
Fitbit,Charge 6,Fitness Tracker,69.7,237.47,0.29351075925380049,120
Amazfit,Band 7,Fitness Tracker,70.3,242.0,0.29049586776859504,121
Amazfit,Band 7,Fitness Tracker,69.2,238.75,0.28984293193717281,122
Fitbit,Inspire 4,Fitness Tracker,72.6,250.58,0.28972783143107989,123
Fitbit,Charge 6,Fitness Tracker,71.6,247.79,0.2889543565115622,124
Amazfit,Band 7,Fitness Tracker,72.4,250.84,0.28863020251953436,125
Amazfit,Band 7,Fitness Tracker,72.8,254.75,0.28577036310107951,126
Fitbit,Inspire 4,Fitness Tracker,73.5,258.41,0.28443171703881426,127
Fitbit,Inspire 4,Fitness Tracker,68.4,240.97,0.2838527617545753,128
Fitbit,Inspire 4,Fitness Tracker,71.5,253.63,0.28190671450538185,129
Fitbit,Charge 6,Fitness Tracker,70.8,251.31,0.28172376745851735,130
Fitbit,Inspire 4,Fitness Tracker,73.1,259.51,0.28168471349851643,131
Amazfit,Band 7,Fitness Tracker,73.5,261.19,0.28140434166698575,132
Fitbit,Charge 6,Fitness Tracker,70.3,252.09,0.27886865801896149,133
Fitbit,Charge 6,Fitness Tracker,71.8,258.43,0.27783152110823045,134
Fitbit,Charge 6,Fitness Tracker,72.7,268.04,0.27122817489926876,135
Fitbit,Charge 6,Fitness Tracker,70.2,264.8,0.26510574018126887,136
Fitbit,Charge 6,Fitness Tracker,72.1,272.49,0.26459686594003445,137
Amazfit,Band 7,Fitness Tracker,69.7,265.89,0.2621384783181015,138
Fitbit,Inspire 4,Fitness Tracker,72.2,276.39,0.26122508050218896,139
Fitbit,Inspire 4,Fitness Tracker,71.4,273.83,0.26074571814629516,140
Fitbit,Inspire 4,Fitness Tracker,73.2,281.59,0.259952413082851,141
Fitbit,Inspire 4,Fitness Tracker,71.2,275.58,0.25836417737136225,142
Amazfit,Band 7,Fitness Tracker,72.6,282.58,0.25691839479085571,143
Fitbit,Inspire 4,Fitness Tracker,71.6,284.16,0.25197072072072069,144
Fitbit,Charge 6,Fitness Tracker,70.5,280.26,0.25155213016484695,145
Amazfit,Band 7,Fitness Tracker,68.9,274.0,0.25145985401459858,146
Fitbit,Inspire 4,Fitness Tracker,70.6,280.87,0.25136183999715167,147
